id,title,original_title,overview,release_date,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,genre_ids
1504729,Athimanoharam,അതിമനോഹരം,,2026-12-24,0.0,0,1.1759,/7pu7DK7X1RxwimDee5dNPB2TMrV.jpg,/hHFmQ1M5tGJRjICZEXAB0KOB7eT.jpg,ml,"35,18,10751"
1639456,Scary Forever,Scary Forever,,2026-12-24,0.0,0,1.1271,/63k7tvJjTVZeCFvdN1zNCDCqnRK.jpg,/coRcFhKFMTWflRob7SITYlPV0JY.jpg,th,"27,28,18,35"
1602431,The Trip,The Trip,a two guys travel on a train for something they searching for,2026-12-24,0.0,0,0.3396,/sGB2lkBh1Xr1PzdPYGKykgrtn2e.jpg,,ar,53
1591264,Who Killed Artur Falcão?,Quem Matou Artur Falcão?,"On a Christmas Eve that quickly spirals out of control, a group of friends finds themselves embroiled in an unlikely mystery that no one quite knows how to solve. Amid absurd suspicions, embarrassing revelations, and an investigation as improvised as it is chaotic, Christmas Eve dinner transforms into a game of accusations where everyone seems to have something to hide.",2026-12-24,0.0,0,0.4426,/8iPOUa26Ao7HvDn6sgFP3mHHoSs.jpg,,pt,"35,9648,10751"
1575314,Das Geheimnis der Weihnacht,Das Geheimnis der Weihnacht,,2026-12-24,0.0,0,0.4609,/xeFpT4W3hjdX4zitA3Po82C3gv6.jpg,,de,"12,10751,16"
1628731,The Christmas Rescue: A Big Movie,The Christmas Rescue: A Big Movie,"When Christmas is suddenly put in danger, Elmo and his friends must jump into action and race against time to save the holiday. With the North Pole's systems failing and chaos spreading across the city, the team embarks on a fast-paced rescue mission filled with wild obstacles, unexpected challenges, and nonstop holiday excitement. As the clock ticks down, they discover that only teamwork, quick thinking, and courage can stop Christmas from disappearing forever.",2026-12-24,0.0,0,0.3705,/ywLidSTsUtrTXzZxZDuWVmCI4vr.jpg,,en,"12,10751,35"
1661859,Три богатыря и Гуси-лебеди,Три богатыря и Гуси-лебеди,,2026-12-24,0.0,0,0.5003,/xpTSCM7ZtbDUcfv2GRAPe5PBXvg.jpg,,ru,"16,12"
1355145,Ivanna 2,Ivanna 2,"Five years after surviving a massacre at a nursing home, Ambar, Dika, and Rina face Ivanna’s terror once again in a hospital. When a nurse is found beheaded, they realize Ivanna has returned and must be stopped before more victims fall.",2026-12-24,0.0,0,0.8524,/pNo3cplyCivggH5uFD8EhJ8FbU2.jpg,/t2ENrHd0YS57qyzDgAJmjf9l2Eo.jpg,id,"27,53,9648"
1667828,BASTA: Start of the Game,БАСТА. Начало игры,,2026-12-24,0.0,0,1.7963,/xtTJgsqbcU5atlF40uHGZYyD7Zk.jpg,,ru,18
1492730,Minha Irmã e Eu 2,Minha Irmã e Eu 2,,2026-12-24,0.0,0,0.4997,,,pt,35
659615,Nick and the Jade Tree,Ник и нефритовое дерево,"Nick is a caterpillar boy who, having overcome the taboo of the swamp, becomes a butterfly and, regardless of difficulties, strives for his dream - the Magic jade tree, where all the most beautiful butterflies of the world live. Dangerous trials, fun adventures, new friends and, of course, first love await Nick on his way.",2026-12-24,0.0,0,0.7929,/jQCFdRuAj4aIKsDl6jEX4tXUivX.jpg,/tXYDmWqjBDQpozBCWaBlskRfed0.jpg,ru,"16,10751,14"
1145110,King,King,"Mentor and disciple embark on a perilous journey, pushing their survival skills to the limit against overwhelming odds and unforgiving environments.",2026-12-24,0.0,0,2.2076,/74fHULlTBMGGLusfFBVAkMAZbce.jpg,/tInyP783MTHruydmJMSo7mfag1U.jpg,hi,"28,53"
1260263,The Beachnickers 3,Os Farofeiros 3,"New film in the franchise ""The Beachnickers"".",2026-12-24,0.0,0,0.4277,,/6Qd7M46a42ViSXVFnZgs7rYss0q.jpg,pt,35
1305546,Los Vaqueros,Los Vaqueros,"In the early 1990s in West Texas, three ambitious young men begin their ascent to notoriety within their small town crime organization as they navigate the treacherous underworld of drugs, gambling, and illicit deals. Their rise to power brings both wealth and danger, testing their bonds and morality in a world where trust is fragile and betrayal is commonplace.",2026-12-24,0.0,0,1.0741,/qrosFuW6x9plvuc71gfI8tELH30.jpg,/2tDsKFUbgmlcoocT8iQG2mPgYLo.jpg,en,"80,37,53"
1216052,Oceânico,Oceânico,,2026-12-24,0.0,0,2.1885,,,pt,18
1319512,Riam Fighting Angel 2,อีเรียมซิ่ง 2,Plot TBA.,2026-12-24,0.0,0,0.5585,,,th,"35,28"
1399459,Eurotrash,Eurotrash,A surrealistic road trip by a son and his mother.,2026-12-24,0.0,0,0.3056,,,en,
1411089,Shakti Shalini,शक्ति शालिनी,,2026-12-24,0.0,0,1.0571,/tiU0RMchUcbOsQV6tdbPNWJuCE1.jpg,,hi,"27,35"
1450771,Nicolás de Jesús' Now You See Me...,Ahora Me Ves... De Nicolás de Jesús,"Struggling fair owner Kesselring (Nicolás de Jesús) is given a unique opportunity to restore the fair to its former glory when his friend Dr. Goodkat (Fredy Roque) introduces him to Marcus Kelevra (Alexis Adrián), a man whose mysterious act will draw people back to the fair, at a deadly cost, and even sparking interest among his fellow fairgoers.",2026-12-24,0.0,0,3.074,/z1nELGUselYiNhQy1Ksq2CHudD9.jpg,/xoUzJ8s2VxVDIJqthP4C3sFL0Sg.jpg,es,"35,18,53,9648"
1470039,Kochschule Schwarz,Kochschule Schwarz,"Munich, 1938: After his traditional Jewish restaurant was destroyed by the Nazis during Kristallnacht, restaurateur Richard Schwarz and charismatic jack-of-all-trades Edgar Enders hatch a daring plan. They open a sophisticated Jewish cooking school.",2026-12-24,0.0,0,0.7315,,,de,18
1552265,Avis de tempête,Avis de tempête,,2026-12-23,0.0,0,1.1524,,,fr,"35,36"
1482879,Best Of Joy: Chapter 2 - History,Best Of Joy: Chapter 2 - History,"Michael Jackson, now a world-saving hero and musical icon, finds himself adrift after the chaos of the Spotlight Seven. Haunted by fame and fractured family ties, Michael embarks on a personal journey to reunite the Jackson Five—his brothers, his roots, and the harmony he lost. But the path to healing is far from simple. As old tensions resurface and new wounds emerge, Michael must navigate the complex legacy of his past while staying true to the joy that first ignited his voice.  Set against the backdrop of forgotten towns and abandoned recording studios, Michael reconnects with each of his brothers in a heartfelt odyssey across America. With Brad and Samantha by his side, and Goku occasionally crashing in with unsolicited wisdom, Michael learns that sometimes saving the world starts with saving your family.  Stripped of supervillains and secret councils, Michael discovers that history isn’t just what you’ve lived through—it’s what you choose to remember, reclaim, and rewrite in song.",2026-12-23,0.0,0,0.3891,/tuOPZO7EMIgGorgMawdOyv4Mjcc.jpg,/qFFUYIMEomaROz1ARyuup9h7G7x.jpg,en,"10402,18,12,36,10751"
1708311,Dragons : L'Envol de L'Espoir,Dragons : L'Envol de L'Espoir,,2026-12-23,0.0,0,0.7506,/5wgaQK2UVlOYZtjCZJnEFiUvdU8.jpg,,fr,"16,12,14"
1719847,Popi ou l'état sauvage,Popi ou l'état sauvage,,2026-12-23,0.0,0,1.0264,,,fr,99
1300926,The Angry Birds Movie 3,The Angry Birds Movie 3,Red faces his greatest challenge yet… surviving fatherhood while saving the world.,2026-12-23,0.0,0,5.9311,/oxaW6X3xohnzdFSBKCrCjRDckMe.jpg,/ieAytQ8YcWEZGQpbBy7vHVddwd.jpg,en,"16,35,10751"
1302994,Roma elastica,Roma elastica,"1982. French actress Eddie is on the verge of collapse and travels to Rome accompanied by her loyal makeup artist, Valentina, to shoot a science-fiction film – a film that could be her last one.",2026-12-23,0.0,0,1.6756,/xMkf1d2gDtagqFENfEN0oxjScXb.jpg,/aVPp9XJeYhAbGSaXOXgX8AtUq6g.jpg,fr,"18,35,27,53"
1458035,Kumaari,Kumaari,An upcoming thriller.,2026-12-23,0.0,0,1.6684,,,hi,53
1260649,Jumanji: Open World,Jumanji: Open World,"Our heroes have escaped the ever-changing jungles of Jumanji before, but this time the game comes to us - as Jumanji breaks free of its console, unleashing its chaos into our world.",2026-12-23,0.0,0,8.2128,/wlzAdBQw2XnmVW05YEJLNdAbizA.jpg,/pYN5Zjc3l1hj2hMeBbzRYDYTC1E.jpg,en,"12,35,14"
1731669,May We Never Meet Again,May We Never Meet Again,"At a packed show, a celebrated artist steps onto the stage to perform what may be his most personal piece yet. Through fragments of memory, longing, and unhealed silence, he revisits the story of a love that once defined him and the quiet devastation it left behind. As the performance unfolds, the line between art and confession begins to blur, revealing a man desperately trying to immortalize someone he is equally desperate to forget.",2026-12-22,0.0,0,0.3292,/c2p8X51qztg3zPYFUBeBQVUTlSX.jpg,/mCieRXs0dkZq2oAxavrNZeXvB3E.jpg,en,"10749,14"
1677491,Sigma Males,Sigma Males,"Two self-proclaimed ""sigma males"" go on the run for one wild night after doing an unspeakable act they can never come back from.",2026-12-22,0.0,0,0.325,/xkYDa4ReRscdkGIaYeQkA40utfV.jpg,,en,
1690949,Lau Kumude Hidyo Hero Banna,Lau Kumude Hidyo Hero Banna,"Lau Kumud Hidyo Hero Banna is an inspiring music video about dreams, friendship, and the journey of becoming a hero. Kumude leaves his home in Dang with big dreams in his heart and travels to Kathmandu to become a hero. On the way, he meets his two close friends who support him and help change his style with black sunglasses, black jeans, a tough jacket, and stylish black Dingo shoes. Looking smart and confident, Kumude walks proudly like a real hero. During the journey, he meets a kind tempo rider girl who supports and encourages him. Their adventure becomes difficult when the tempo tyre gets punctured on the road. Later, a helpful truck driver gives Kumude a ride towards Kathmandu. As they travel through hills, rivers, forests, and beautiful landscapes, Kumude enjoys the beauty of Nepal and learns that becoming a hero needs courage, confidence, friendship, and belief in dreams.",2026-12-21,0.0,0,1.0922,/gWNKkYEgIHxOhgpzAve39PBqqe6.jpg,/mShFrPN8FT4A6mcmvuZcoFecesQ.jpg,en,"10402,9648"
1690927,Sutukai Aijanu Maya,Sutukai Aijanu Maya,Sutukai Aijanu Maya is a movie song Kumude Hidyo Hero Banna,2026-12-21,0.0,0,0.9073,/irIJxy695wXx8zHV84jbcLZ9BD.jpg,/tRB3rcmpaqyld7lzhYzN1HZrJac.jpg,en,"10402,36"
1361538,Sophia,Sophia,,2026-12-20,0.0,0,0.4169,/6Q1b2vgnxq0ZtetvwHgvsjDwqN.jpg,/bNLMJgKKzkTk1Y9yHq8xPiBlnWK.jpg,pt,"18,10749,53"
1323611,Detrás de la máscara,Detrás de la máscara,,2026-12-20,0.0,0,0.5695,/iL5SApnLL6HdNs9w65zoUdz9MDZ.jpg,/zr8URsbIm2sl5vNpAuuBMfwbKl6.jpg,es,99
1533403,Deadly Silence,Deadly Silence,,2026-12-20,0.0,0,2.7275,/8xFyG3QPIzcNSnsNYoX17kdIy1h.jpg,,fr,"53,27,80,18"
1629285,Classified,Classified,"""I can’t put words to you, I can’t put labels to you; but what I can put are a whole ton of emotions and feelings to you, and even then I can’t put words to those.""",2026-12-20,0.0,0,1.1038,/dSwQAsgxSvCg9mU2nzqZq9kpUem.jpg,,en,"878,18"
1646213,AMER D'I,AMER D'I,"Isaiah is a young man who decides to leave his family and friends to live and wander the streets of Paris after a painful past event.  Amidst encounters, ghosts, drugs, and self-destruction, Iz will plunge headlong into the capital.",2026-12-20,0.0,0,0.6859,/2jc7xAScFOLJwkbV46bxitickmJ.jpg,/fL8h2JxFId3DokRvkNKhQyIbebd.jpg,fr,18
1640315,Venesterio,Venesterio,,2026-12-19,0.0,0,0.3085,/6dgxFcRRJdquOnp24ZbVZ5AHueN.jpg,/pNrPY4doOQiUsUR36I3nxyfHIf1.jpg,es,"9648,878"
1625843,One Dying Star,Jedna umiruća zvezda,A fascinating story of science-fiction films that tried to predict the future of a socialist country that didn’t live long enough to see it.,2026-12-19,0.0,0,0.5509,/akx2yT2zr18bizd5nxgU3qdb2Ci.jpg,,sr,99
1695866,The Porch Pisser and the Princess,The Porch Pisser and the Princess,"The Porch Pisser and The Princess is a dark comedy about Edward, a lost teen who feels like his life has no purpose. After a strange act of rebellion against his teachers gains attention, May O’Connell, an uptight student journalist, becomes interested in his story. As the school starts panicking and the investigation grows, Edward and May get pulled into something bigger than either of them expected.",2026-12-19,0.0,0,0.7978,/cNcpZ0SM6O7HiAqShlfO3xI5TBE.jpg,/zheflKvjtbUsa61HKdbNtBP5XTl.jpg,en,35
1277016,The Queen of Heaven,Η βασίλισσα των ουρανών,The life of the Virgin Mary from the Crucifixion (33AD) till her miraculous departure/death (44AD). It also describes the early years of the Christian Church community.,2026-12-18,0.0,0,1.1668,/zY2vIC5q9waeSKDrYjAQnP6CyTz.jpg,,en,18
1716705,DJ Tré - Globális turné,DJ Tré - Globális turné,,2026-12-18,0.0,0,0.2851,,,hu,"35,10402,12"
940009,Ray Gunn,Ray Gunn,"In Metropia, a gigantic city in an alternate future as seen from 1939, private eye Raymond Gunn is drawn into a case involving aliens, murder, and a multimedia star named Venus Nova.",2026-12-18,0.0,0,2.5036,/qXexEAo999wlEp5rMsFnVSRaTSM.jpg,/ueQMi6C6NQjWiG9wXC1NvBKWOVi.jpg,en,"16,878,80,9648"
1666544,Without a Trace,Without a Trace,A criminal on the run attempts to break into a house for hiding. He realizes his escape will be far more difficult than originally planned.,2026-12-18,0.0,0,0.3627,/sQh7i6VsgS0xMTGZB9I2eOLCaPC.jpg,,en,53
1416153,Prodigal Son,Prodigal Son,"Aaron ""Amadeus"" Overlake is a visionary filmmaker revered for his genius but plagued by his own demons—a volatile alcoholic whose life is consumed by anger, controversy, and from a bitter heartbreak. As tabloids revel in his self-destruction, Aaron’s only anchor is his best friend, Santiago ""Baron"" Gonzalez, a charismatic actor fresh out of rehab, fighting to rebuild his career.  Bound by shared struggles and a tangled history, Aaron and Santiago navigate the toxic undercurrents of fame and friendship. As Aaron embarks on his next masterpiece, his chaotic life threatens to destroy everything he holds dear.",2026-12-18,0.0,0,0.2972,/g0bPHOmdy1qeKyFewDwh8LhaKc3.jpg,,en,"35,18,10402"
1530062,Order of the Dragon,Order of the Dragon,"In a world teetering on chaos, elite assassin John Rico is the go-to solution when the government wants threats removed-quietly and permanently. But when a mission goes sideways, he's given one last shot at redemption: track down and eliminate Mason Ryker, the final ghost of the feared underground unit known as The Order of the Dragon. As Rico's mission leads him to a small, danger-ridden town in Serbia, the lines between good and evil begin to blur. Is Ryker the monster he's made out to be, or is there a deeper conspiracy at play? What begins as a black-and-white hit spirals into a moral storm-and time is running out.",2026-12-18,0.0,0,1.8825,/a6weZybzg0JKUYT7zfrV9pWK8iH.jpg,,en,"28,12"
1621528,Taste of Ambrosia,Taste of Ambrosia,A tale of six students rising up against the tyranny of the Gods and the sacrifices made along the way.,2026-12-18,0.0,0,0.3089,/6eAwDnHwV1Owk6Zvr1kSilEvg9O.jpg,,nl,"80,18,35"
1653495,Ex Situ,Ex Situ,"A paleontologist obsessed with making a historic discovery illegally returns to excavate a unique fossil, but her ambition drives her to sacrifice everything.",2026-12-18,0.0,0,1.7043,/k2a8rz2sqN50SjxwsVBwy4aTvpw.jpg,,es,"18,80"
1632174,For Better And For Worse,Nella gioia e nel dolore,"A group of friends, and the power of memory.",2026-12-17,0.0,0,1.0196,,,it,18
1200804,Alice Júnior Summer Break,Alice Júnior: Férias de Verão,,2026-12-17,0.0,0,0.692,/jyyVxt7VEDzVJovZtBhix82I097.jpg,,pt,"35,10749"
1420851,8 Segundos: O Desafio,8 Segundos: O Desafio,"Helena is the daughter of rancher Sinval and the sister of João Donato, a renowned international rodeo champion. Her dream is to become a top female rodeo rider, despite her father’s objections, so she divides her time between secret riding practice and her work as a doctor in Barretos.",2026-12-17,0.0,0,1.222,/ryE72jpPwARrdYDkFu00MtAnTdv.jpg,,pt,"18,10749"
1707669,Hungry Ghost Festival,Festival Hantu Lapar,,2026-12-17,0.0,0,0.7775,/xQo2xIQFKYq46iYEq4vByTPUK9s.jpg,,id,"27,35"
1655898,Три кота. Вокруг света,Три кота. Вокруг света,"Continuation of the adventures of Korzhik, Karamelka and Kompot.",2026-12-17,0.0,0,0.357,,,ru,16
1676282,Winter in Prostokvashino,Зима в Простоквашино,"Sequel to feature film adaptation of ""Prostokvashino"" by K.B.A.",2026-12-17,0.0,0,1.3698,/gf4FnGU0SHMM6DpPTRyXAwvMQjK.jpg,,ru,"12,10751"
1739314,Tummy Tom 3: Look Who's Visiting Tummy Tom!,Dikkie Dik 3: Dikkie Dik krijgt bezoek,"When a storm blows down the Squirrels’ tree, Tummy Tom invites them to stay with him, but sharing a home with new friends proves more challenging than he expected.",2026-12-16,0.0,0,0.8162,/oZcUckQESusKeNUsp3itQybNe1k.jpg,/aFFPMCF4o6nTHV8K0wI7wNqZgqz.jpg,nl,"16,10751"
1652448,Memoona and Sheralam,میمونہ اور شیرالم,"Set in a 1900s Pashtun village, this tragic short film follows the lives of Sher Alam and Memoona, whose marriage is rooted in a long-standing childhood promise. While their life begins with quiet affection, the peace is shattered by the poison of jealousy and local rumors.  When an innocent interaction is twisted into a scandal by a resentful friend, Sher Alam is consumed by suspicion and the crushing pressure of social ""honor"". His inability to trust leads to a final, devastating decision that destroys their lives and leaves a haunting legacy in the mountains",2026-12-16,0.0,0,0.4059,/ubvkSRsY24NwUYXlvcSDpJaFSqJ.jpg,/xkK23fX0sf1VG6m4hRzJhVzlHlx.jpg,ur,"18,36"
1614481,Danger,Le Facteur humain,"Simon, a disillusioned developer, carries a secret that could dismantle modern society: a code capable of remote neural hijacking. Hunted by his former architects, he seeks sanctuary within the echoing halls of the Musée d’Orsay—one of Paris’s final ""safe zones"" in a world of total digital surveillance. There, among the relics of the past, he must join a clandestine resistance to protect the future of human autonomy.",2026-12-16,0.0,0,0.7534,,,fr,"53,14"
1744514,"Suis-moi, je te fuis","Suis-moi, je te fuis",,2026-12-16,0.0,0,0.4205,/qJbF8wSvhoTMIRYDpI0XOj0GxgR.jpg,,fr,"10749,18,35"
1061821,Love Is a Gypsy Child: A Carmen Story,Prends garde à toi !,"Andalusia, Spain, 1840. After three years of wandering, Salva, who works as an assistant to a blind knife sharpener, returns to Seville, his hometown, where he meets Carmen, a gypsy woman with a captivating voice.",2026-12-16,0.0,0,1.9036,/iQi9sswCkXsaY30eG3eMZj93hqC.jpg,/ouMmBgmmKOBmUrg710D785ZWCGG.jpg,fr,"16,10402,18,12"
1003596,Avengers: Doomsday,Avengers: Doomsday,Beloved heroes from three distinct universes are set on a deadly collision course and face an existential threat unlike anything they've ever encountered.,2026-12-16,0.0,0,112.1566,/jzPwsojjFStf5lR5Nm07w2hH56G.jpg,/s4v0UX1anfXm0UvloLsTTJ4v222.jpg,en,"878,28,12"
1170608,Dune: Part Three,Dune: Part Three,Emperor Paul Atreides faces the fallout from his ascent to power as political plots and a galaxy-wide holy war endanger the future only he can see.,2026-12-16,0.0,0,17.935,/d43fvHQsIMa4kpyhKXw0haEJIvI.jpg,/i5E9H7Ik0u61ylDDTbmUpTL3Yw.jpg,en,"878,12"
1751007,Quick Fix,Quick Fix,"Norman has been living his life through labels. (literally). Julius is trying to help Norman navigate through his strange ""illness.""",2026-12-15,0.0,0,0.0214,/eTXxswQBRUoop7ZXX7rHPYPoxWI.jpg,,en,"35,27"
1712278,R.E.M.,R.E.M.,"Guinevere begins having disturbing nightmares about her boyfriend. As the dreams grow more vivid and frequent, she gradually loses the ability to distinguish them from reality.",2026-12-15,0.0,0,0.5425,/rX1hW0bxXJxSPhLgFNtCfIxhfbC.jpg,,en,27
1694225,Parallel,Parallel,An eleven-year-old boy discovers a secret project that completely shatters his understanding of reality. He must race to uncover the truth before the forces behind the operation alter his life forever.,2026-12-15,0.0,0,0.4319,/wEb7c2FkioN9VTg7yOM07PpWGTa.jpg,/5H7dvs3X3UcoC7DgJr6uQrzkPf3.jpg,en,"878,53"
1413403,Playing War,Jugar a la Guerra,"In war, people's lives are at stake; in this world, people are the object of a child's whim, which can lead many to break their worldview... literally.",2026-12-15,0.0,0,0.7494,/kCMNvgaMBHsHcNoog3SqBNjv058.jpg,,es,"16,12,10752"
1746749,Play Date,Play Date,"A couple shows up for a dinner party, and slowly realize it's not that kind of party.",2026-12-14,0.0,0,0.6967,/t7Swpd073ekVJgLx5Nve4pvCRuC.jpg,/iLn7nZHqBuo6R0oygHBMDqAXYg8.jpg,en,35
1743331,Isn't It Called True Love?,Isn't It Called True Love?,"Harry, a young tradie relives moments of love and loss, confronting the question of what someone would do for love once its gone?",2026-12-14,0.0,0,0.7883,/kC44i3LDxsezbi0d3T2I0oLIXxB.jpg,,en,18
1733142,ARSIP 07: Rekaman Yang Tidak Pernah Dipublikasikan,ARSIP 07: Rekaman Yang Tidak Pernah Dipublikasikan,"Four content creator friends—Raka, Naya, Kevin, and Bima—who love exploring horror, decide to visit a mysterious building known as the Three-Story Building, a building without doors, windows, or rooms that stands in the middle of a rice paddy. With their cameras as witnesses, they intend to prove that the haunted stories circulating are just myths.  However, from the moment they enter the building, various illogical events begin to haunt them. Mysterious voices, a dark figure visible only through the camera, and illusions of space and time trap them in an inexplicable terror. When the exit seemingly disappears and the footage begins to show a different reality, they realize that something has been watching them from the beginning.  ARSI 07: Unpublished Footage is a mockumentary and found footage horror film that creates suspense through seemingly real footage, with an ending that leaves the question: did they really escape, or have they become part of the archives forever lost?",2026-12-14,0.0,0,0.3848,/ssyuByzVuSnXrGEuALaHqlLq2tg.jpg,,id,"27,99,14"
1698185,I Wish This Was Real,I Wish This Was Real,"After having disturbing dreams, James believes he's responsible for the murders of two women and decides to turn himself in.  Detective Hobson must determine if James is bluffing or if there's something more sinister at play.",2026-12-12,0.0,0,0.7525,/39DTxiFLiPpGHgyYgbYGXaPkKPD.jpg,/2cStPUidBvhMufbrXK7CCPfMsmo.jpg,en,"18,27,53,9648"
1712600,Créatures de Papier,Créatures de Papier,"Unaware that they are both involved with Capucine, Henri and Charles debate historical and literary figures in a Parisian bookstore.",2026-12-12,0.0,0,0.7263,,,fr,18
1709695,Túnel das Memórias,Túnel das Memórias,,2026-12-12,0.0,0,0.4116,/aJaZtzUQXuCOVEoSFpVe6mx9GR1.jpg,,pt,18
923493,Samo Lives,Samo Lives,"A vibrant portrait of Jean-Michel Basquiat, the NYC artist who revolutionized 1980s art. From street graffiti to gallery stardom, his bold Neo-expressionist works left an indelible mark on the art world and beyond.",2026-12-12,0.0,0,0.8831,/4bogKZqdE3PYXYrXeQCxIAZ7VVQ.jpg,,en,18
1551969,A Penny Weighs More Than a Soul,A Penny Weighs More Than a Soul,"""A Penny Weighs More Than a Soul"" is a powerful documentary by Tobias Demetz (TD Films) that takes viewers deep into the untouched nature of the Dolomites. The story centers on the extraordinary life of Ulrich Senoner, who lives far from modern civilization at the secluded Malga Futura. Without electricity or running water, he embodies a nearly forgotten human resilience. This film is a visual tribute to the silent strength of a man who chooses the wilderness over comfort, showcasing the fragile balance between Alpine tradition and a rapidly changing world.",2026-12-12,0.0,0,0.4539,/62XZj2XMk0tIepZ6izVK6FkYhTL.jpg,/xviRoJ3QHs1df3KdMoosAgIM2ZM.jpg,en,99
1501953,Marrow,Marrow,Madison's hopeless lesbian crush on her straight and taken roommate takes a dark turn when she learns of an arcane recipe for a love potion - one that calls for her own bones.,2026-12-12,0.0,0,3.0892,/AwkkDjzyivcKx998ej0944i0hFx.jpg,/ejsHy5NQfvRiwwDKi7UjqQhrXN6.jpg,en,"18,27"
1741752,Super Space Sheriff Gavan Infinity VS Raiya,超宇宙刑事ギャバン インフィニティVSライヤ,"Seeking the truth behind the ""Biscatonic Cluster  Incident"", which claimed an unprecedented number of victims and turned Death Gavan evil, Gavan Infinity —Reiji Doki— sets out for Planet Alkam, one of the planets where the incident took place. There, Gavan Raiya —Kunai Kazanami— who was tracking Death Gavan’s whereabouts, also appears from across dimensions…",2026-12-11,0.0,0,1.9589,/5C6dG4GILXmxaAH9GV7thq5LsvP.jpg,,ja,"28,12,878"
1630464,Clarissa,Clarissa,"A modern reimagining of the Virginia Woolf novel Mrs. Dalloway. Follows society woman Clarissa as she prepares to host a party at her home in Lagos, Nigeria, where she will unexpectedly encounter once-intimate friends from her youth. As the group reflects on their shared past over the course of a single night, memories of their intricate relationships, passionate love, hidden desires, and lost aspirations give rise to bittersweet reckoning.",2026-12-11,0.0,0,2.1361,/9qS8heXhQdLoyGsqZHHb3HkrK62.jpg,/3oJ8dw7suJJjLdUV9bG2eFMXKm5.jpg,en,18
1566920,The Apothecary Diaries: The Deceased Empress' Treasure,劇場版 薬屋のひとりごと 亡妃の秘宝,"The story follows Maomao and Jinshi as they travel to the hometown of a concubine who died five years ago in the imperial harem, to return her remains to her homeland. There, they encounter pirates, hidden treasures, the secret of the Empress' remains, and a mysterious boy who holds the key to the story.",2026-12-11,0.0,0,1.3807,/tDFTMv5XT50WpVRWJsGKWslz6LG.jpg,,ja,"16,18,9648"
1532610,Ink,Ink,"An explosive cinematic rollercoaster about a group of misfits and visionaries who had an idea for a new kind of news - one that would give the people what they want, and would change the face of the world we live in today.",2026-12-11,0.0,0,1.7409,/ohBhmFl4bHw63ib6vZRurqXLuJ4.jpg,/yV5ybC6HHzUYCEogtFzOeUvxRYt.jpg,en,18
1386309,Censurada,Censurada,"Spain 1969. After the death of her brother, a young, dyslexic organist begins a forbidden love affair with an idealistic woman who pushes her to write a song and rebel against the highly censorious and conservative society ruled by the dictator Franco.",2026-12-11,0.0,0,2.4135,/y1oheyWpXb7cwJY8ZyXTwN8N0ZN.jpg,/96ti3zpnMSfXVRIWjlDLuALHkir.jpg,es,"18,10749,10402"
1204010,Earth Song,Strana axê,"Rojin, a Kurdish-Finnish woman in Helsinki, faces upheaval when her father unexpectedly visits, forcing her to confront her past. Her family life with husband Ferhat and adopted daughter Azad unravels, revealing a complicated history.",2026-12-11,0.0,0,2.5937,/oEXPw33o0jC6NuSefSCPibMCjhi.jpg,/1ynlJ7OQZaQu0M71EnzBovG7Zlr.jpg,fi,18
767750,Rose Hobart 2,Rose Hobart 2,Rose Hobart haunts the cinema.,2026-12-11,0.0,0,0.6469,/e9AZm3kaUNK1GbdWqGJHQZMUTHE.jpg,,en,
1250854,Duped (The Jezbel Experience),DUPED (The Jezebel Experience),"Alexandria Wright meets Elijah Martinez and the demonic journey begins. Elijah Martinez finds himself ensnared in a romantic involvement with Alexandria Wright, an unfaithful Covert Narcissist. She convinces him they are soulmates and they take a vow before God for His blessing with the penalty of betrayal being death. After years pass, Alexandria forgets the vows and begins cheating behind Elijah's back. Just a week before Christmas, she abruptly betrays him. To his astonishment, she swiftly transitions to a new relationship, bringing with her the unsettling secret of transmitting an incurable sexually transmitted disease to her new partner. Then came Karma. Her victims arrive to spit on her dirty grave as her demise finally arrives.",2026-12-11,0.0,0,1.2239,/baGjpoypvlXFp0oh2PTC3R9ZjlQ.jpg,,en,"18,27,53"
1644597,Yolki 13,Ёлки 13,,2026-12-10,0.0,0,2.9624,/7yjOEdjZhLqAoQGk84JDg2W8poo.jpg,,ru,35
1742704,CAMPUS IMMETIRI,CAMPUS IMMETIRI,"CAMPUS IMMETIRI follows an unseen observer attempting to understand nature through observation, memory, and measurement. The more they try to make sense of the landscape, the further it slips from comprehension, until the attempt itself becomes a failure.",2026-12-10,0.0,0,0.6553,/8AXmFRLQ5njWQp8szvaaumUviCH.jpg,,en,"18,99"
1733009,Breaking the ICE,Breaking the ICE,"An upcoming student-produced documentary created by Radio and Television students and faculty at Suffolk County Community College. The film explores the local impacts of ICE enforcement, deportation, and immigration on Long Island communities.",2026-12-10,0.0,0,1.3647,/gl4bazfRHuiINhxUgFJmiBLqg3B.jpg,/o88Grvgm4aIXeqHs8Fxc25cyk2v.jpg,en,99
